ensembl_gene_id	miRNA_ID	MI
ZNF354B	hsa-mir-181b-1	0.148222
CFAP57	hsa-mir-5690	0.148211
EHF	hsa-mir-1468	0.148211
CCL16	hsa-mir-6514	0.14821
CNNM1	hsa-mir-942	0.148209
KIF6	hsa-mir-767	0.148208
RAB1B	hsa-mir-370	0.148205
ZNF611	hsa-mir-4420	0.148201
DGKQ	hsa-mir-196b	0.148199
ZNF45	hsa-mir-3926-2	0.148199
HEMGN	hsa-mir-15a	0.148192
CBFB	hsa-mir-6798	0.148187
ATOH7	hsa-mir-589	0.148184
GRHPR	hsa-mir-545	0.14818
FOXD3	hsa-mir-574	0.148177
ZG16B	hsa-mir-4726	0.148174
DCAF13	hsa-mir-6788	0.148171
TRIM9	hsa-mir-885	0.14817
GRIA3	hsa-mir-195	0.148168
EFEMP1	hsa-mir-6734	0.148162
FAIM2	hsa-mir-4782	0.14816
CAPRIN1	hsa-mir-4680	0.148159
TMEM184C	hsa-mir-548aw	0.148155
ABHD2	hsa-mir-1910	0.148155
ZNF800	hsa-mir-5004	0.148155
SLC35D1	hsa-mir-577	0.148154
SLC24A3	hsa-mir-199b	0.148151
ZNF622	hsa-mir-125b-1	0.148151
CEP95	hsa-mir-3198-2	0.14815
CYB561	hsa-mir-377	0.14815
MEX3B	hsa-mir-598	0.148148
FGF18	hsa-mir-151a	0.148146
MAPK15	hsa-mir-32	0.148142
LGI2	hsa-mir-181b-2	0.148142
SNX10	hsa-mir-1277	0.14814
CTNNA1	hsa-mir-512-1	0.148132
YTHDF1	hsa-mir-492	0.148131
ZNF45	hsa-mir-6508	0.148126
SELENOO	hsa-mir-205	0.148126
HORMAD1	hsa-mir-518b	0.148125
GEMIN5	hsa-mir-2114	0.148124
EIF4H	hsa-mir-580	0.148122
PIK3R5	hsa-mir-15a	0.148121
STK32B	hsa-mir-152	0.148118
MMD	hsa-mir-132	0.148117
DPP8	hsa-mir-4677	0.148115
GBA	hsa-mir-3157	0.148114
APC	hsa-mir-6892	0.148113
C1orf146	hsa-mir-26a-1	0.148111
PGPEP1	hsa-mir-365b	0.148107
ANXA2R	hsa-mir-3653	0.148105
GPR55	hsa-mir-6833	0.148105
SLC25A17	hsa-mir-30d	0.148105
RAE1	hsa-let-7f-1	0.148101
CXXC4	hsa-mir-183	0.148099
ANP32B	hsa-mir-3150a	0.148098
MYADML2	hsa-mir-1254-2	0.148097
PAX7	hsa-mir-134	0.148095
SLC25A44	hsa-mir-29a	0.148094
FSD2	hsa-mir-181d	0.148093
ZNF202	hsa-mir-21	0.14809
DGKZ	hsa-mir-1976	0.148089
SMPDL3A	hsa-mir-660	0.148087
NBL1	hsa-mir-942	0.148086
ZNF213	hsa-mir-19b-2	0.148086
WDR36	hsa-mir-3605	0.148084
RYR3	hsa-mir-365a	0.148081
LTN1	hsa-mir-616	0.148079
HTR1F	hsa-mir-548s	0.148079
GTF2A2	hsa-mir-3677	0.148078
RPP38	hsa-mir-4522	0.148074
PPP2R5A	hsa-mir-2115	0.148074
ATP6V1B1	hsa-mir-3190	0.148073
ITPK1	hsa-mir-4525	0.148073
PTPRE	hsa-mir-145	0.148072
CCDC88C	hsa-mir-629	0.14807
GAB1	hsa-mir-6894	0.148066
AKR1C3	hsa-mir-6892	0.148065
DNAJB11	hsa-mir-372	0.148065
PYDC1	hsa-mir-579	0.148062
DDX42	hsa-mir-1343	0.148056
PSAT1	hsa-mir-6087	0.148056
TSPAN33	hsa-mir-628	0.148055
ZNF764	hsa-mir-183	0.148054
CDKL1	hsa-mir-199a-2	0.14805
ACLY	hsa-mir-548q	0.148046
MSRB2	hsa-mir-940	0.148045
FOXD4L3	hsa-mir-183	0.148043
C1orf216	hsa-mir-30c-1	0.148043
JAK2	hsa-mir-431	0.148042
SMPD3	hsa-mir-4784	0.14804
KHDC1	hsa-mir-5706	0.148038
RALGAPA2	hsa-mir-1249	0.148037
EXOSC8	hsa-mir-382	0.148033
C12orf45	hsa-mir-146b	0.148032
SYAP1	hsa-mir-210	0.148031
PATE4	hsa-mir-3065	0.14803
RAP2C	hsa-mir-5193	0.148027
CAMSAP1	hsa-mir-4665	0.148024
MROH7-TTC4	hsa-mir-6513	0.148022
MXD1	hsa-mir-3173	0.148007
SLC2A10	hsa-mir-1254-1	0.147997
SYBU	hsa-mir-4419b	0.147994
TRPC1	hsa-mir-6514	0.147994
FCGR1A	hsa-mir-532	0.14799
MOSPD2	hsa-mir-4640	0.147986
CALHM6	hsa-mir-5008	0.147985
ZFYVE28	hsa-mir-539	0.147985
ZNF786	hsa-mir-323a	0.147977
C2orf80	hsa-mir-655	0.147977
EPX	hsa-mir-181b-2	0.147975
NBAS	hsa-mir-186	0.147973
PNLDC1	hsa-let-7i	0.147972
TOP2A	hsa-mir-376a-1	0.147972
NAALAD2	hsa-mir-4420	0.147968
CNPY3	hsa-mir-503	0.147961
HIVEP1	hsa-mir-576	0.147961
TSSK4	hsa-mir-6737	0.147958
TRMT2A	hsa-mir-3926-2	0.147958
IL2	hsa-mir-369	0.147957
MBLAC2	hsa-mir-3620	0.147955
ACOT12	hsa-mir-665	0.147954
PCDHAC1	hsa-mir-191	0.147949
PAMR1	hsa-mir-556	0.147949
CHAF1A	hsa-mir-6511b-1	0.147948
C2CD4B	hsa-mir-221	0.147946
CNTNAP3	hsa-mir-376c	0.14794
YIPF6	hsa-mir-146a	0.147939
TDRD5	hsa-mir-1468	0.147939
NPHP3	hsa-mir-548au	0.147938
PRICKLE3	hsa-mir-509-3	0.147937
GMCL2	hsa-mir-181c	0.147932
C22orf15	hsa-mir-5581	0.147932
PSME4	hsa-mir-374b	0.147932
GBP6	hsa-mir-3130-2	0.14793
KLRF2	hsa-mir-629	0.147928
STRIP1	hsa-mir-194-1	0.147928
SNX27	hsa-mir-182	0.14792
CACNA1A	hsa-mir-140	0.14792
RHPN1	hsa-mir-501	0.147918
PPIA	hsa-mir-151b	0.147917
GATA2	hsa-mir-6875	0.147917
LRRC55	hsa-mir-487a	0.147916
TMEM272	hsa-mir-125b-1	0.147914
ABCA6	hsa-mir-19b-1	0.147913
FN1	hsa-mir-374c	0.14791
RBKS	hsa-mir-2276	0.147909
TMBIM1	hsa-mir-671	0.147907
LMO1	hsa-mir-28	0.147904
TMEM18	hsa-mir-486-2	0.147902
ITIH2	hsa-mir-3913-1	0.1479
PDF	hsa-mir-676	0.147899
CAPS	hsa-mir-3174	0.147899
HMOX1	hsa-mir-512-1	0.147897
ZNF532	hsa-mir-3064	0.147897
IFITM2	hsa-mir-30b	0.147896
POLR2L	hsa-mir-3176	0.147888
IRX5	hsa-mir-6818	0.147884
DDX58	hsa-mir-3622a	0.147884
ADNP2	hsa-let-7d	0.147884
POTEJ	hsa-mir-7705	0.147883
CD2BP2	hsa-mir-4785	0.147878
S1PR1	hsa-mir-379	0.147873
PPP1R36	hsa-mir-1976	0.147872
LRRC14	hsa-mir-3610	0.147871
PSMG1	hsa-let-7a-3	0.14787
RBM25	hsa-mir-449a	0.14787
TNFRSF4	hsa-mir-378c	0.147867
TCEAL7	hsa-mir-1270	0.147859
SLC29A1	hsa-mir-34a	0.147859
TBRG4	hsa-mir-1226	0.147858
PCGF5	hsa-mir-491	0.147856
PCYOX1L	hsa-mir-6734	0.147856
EEF1A2	hsa-mir-27a	0.14785
RPL22	hsa-mir-6728	0.147843
THEM5	hsa-mir-151a	0.147842
RAB37	hsa-mir-92a-1	0.147842
TMEM248	hsa-mir-100	0.147834
PLA2G4C	hsa-mir-542	0.147834
DPYSL5	hsa-mir-4677	0.147832
ADAM8	hsa-mir-636	0.147831
KCNJ13	hsa-mir-34c	0.147831
MMP8	hsa-mir-326	0.147829
BSCL2	hsa-mir-10a	0.147821
HNF1B	hsa-mir-376a-1	0.14782
C1orf127	hsa-let-7e	0.147819
CTAGE1	hsa-mir-3126	0.147815
DDX28	hsa-mir-5004	0.147815
MED6	hsa-mir-548o-2	0.147815
ALG5	hsa-mir-624	0.147813
RAB11B	hsa-mir-4461	0.147811
CHAC1	hsa-mir-548v	0.147811
SLC6A15	hsa-mir-375	0.147811
PAK4	hsa-mir-330	0.14781
BRWD3	hsa-mir-7705	0.147806
TRPM3	hsa-mir-382	0.147806
CP	hsa-mir-628	0.147806
ADPRHL1	hsa-mir-95	0.147804
SMIM10L2B	hsa-mir-429	0.147802
FAM9B	hsa-mir-3140	0.147798
SPECC1L-ADORA2A	hsa-mir-20a	0.147795
SAMD14	hsa-mir-3940	0.147795
MLH1	hsa-mir-3926-2	0.147794
RPLP1	hsa-mir-760	0.147793
RARRES2	hsa-mir-3150b	0.147792
CARD8	hsa-let-7i	0.147791
NDUFS5	hsa-mir-372	0.147789
FGF20	hsa-mir-136	0.147787
SCGB2B2	hsa-mir-574	0.147783
MGAT4A	hsa-mir-151a	0.147782
MORC3	hsa-mir-3115	0.147779
CCNJ	hsa-mir-4714	0.147779
TNFAIP2	hsa-mir-3909	0.147777
KLHL23	hsa-mir-1260b	0.147775
BLOC1S1	hsa-mir-1226	0.147771
FN1	hsa-mir-126	0.147771
DNAJB14	hsa-mir-767	0.147763
SDHAF4	hsa-mir-3928	0.14776
FBXO27	hsa-mir-6868	0.147758
ABI3BP	hsa-mir-449a	0.147758
TRIAP1	hsa-mir-548d-2	0.147757
IL1RAPL1	hsa-mir-4651	0.147757
GTF2H2	hsa-mir-6805	0.147756
NAV1	hsa-mir-4785	0.147756
MRPS10	hsa-mir-194-2	0.147756
APOA5	hsa-mir-2110	0.147755
PARP4	hsa-mir-4461	0.147754
METTL26	hsa-mir-889	0.147753
CIAPIN1	hsa-mir-30c-2	0.147753
PLA2G4E	hsa-mir-29a	0.147752
PLCB1	hsa-mir-3940	0.14775
MMP28	hsa-mir-4677	0.147746
ETNK1	hsa-mir-4664	0.147746
HCFC1R1	hsa-mir-28	0.147745
HEMGN	hsa-mir-361	0.147744
NREP	hsa-mir-3936	0.147743
OBSCN	hsa-mir-6513	0.147742
ALG6	hsa-mir-548o-2	0.147742
SMC2	hsa-mir-548j	0.147739
ZBTB44	hsa-mir-664b	0.147738
CEP250	hsa-mir-361	0.147738
PPP4R4	hsa-let-7a-2	0.147738
CA6	hsa-mir-526b	0.147732
AOC1	hsa-mir-30d	0.147731
LHFPL5	hsa-mir-625	0.147729
SNX9	hsa-mir-25	0.147726
ZNF589	hsa-mir-9-2	0.147724
ARHGAP10	hsa-mir-765	0.147723
CFTR	hsa-mir-2114	0.147722
HNRNPA2B1	hsa-mir-632	0.147717
CITED2	hsa-mir-3074	0.147715
AGA	hsa-mir-144	0.147714
GRWD1	hsa-mir-18b	0.147711
SS18L2	hsa-mir-4651	0.147711
OGFRL1	hsa-mir-5684	0.147706
NMB	hsa-mir-3130-2	0.147703
PLAC8L1	hsa-mir-4661	0.147703
GPNMB	hsa-mir-28	0.147703
TMED2	hsa-mir-889	0.147702
CD82	hsa-mir-3913-1	0.147702
TRAPPC2	hsa-mir-432	0.147698
PIP5K1B	hsa-mir-3942	0.147694
CFAP91	hsa-mir-548f-1	0.147688
CXorf65	hsa-mir-1284	0.147682
STOM	hsa-mir-30e	0.147682
C22orf42	hsa-mir-671	0.147681
DYNLL1	hsa-mir-4728	0.147674
SAPCD2	hsa-mir-7-3	0.147673
IDI1	hsa-mir-4733	0.147672
NUBPL	hsa-mir-107	0.147668
FOXD4L4	hsa-mir-3653	0.147665
GATA2	hsa-mir-4715	0.147665
OSBP	hsa-mir-205	0.147665
SART3	hsa-mir-5581	0.14766
MRM3	hsa-mir-411	0.147658
LXN	hsa-mir-548j	0.147654
PDLIM1	hsa-mir-2114	0.147653
FBXL7	hsa-mir-296	0.147647
CATIP	hsa-mir-106b	0.147643
CCNB1	hsa-mir-7-3	0.147643
WNT2	hsa-mir-17	0.147643
WDR47	hsa-mir-196b	0.147643
WNT6	hsa-mir-6844	0.147637
ZC3H6	hsa-mir-1284	0.147636
TSKS	hsa-mir-6513	0.147634
RAB11FIP5	hsa-mir-1270	0.147632
GDF10	hsa-mir-204	0.14763
AKAP12	hsa-mir-19b-1	0.147626
FAM228A	hsa-mir-32	0.147625
ZNF519	hsa-mir-28	0.147623
NCBP2L	hsa-mir-495	0.147622
RNF44	hsa-mir-3664	0.147621
RPRD1A	hsa-mir-133b	0.147619
CLEC3A	hsa-mir-4742	0.147618
IL20	hsa-let-7a-1	0.147615
PGBD4	hsa-mir-92a-1	0.147613
TOMM22	hsa-mir-27a	0.147613
PARP10	hsa-mir-6513	0.147608
FBXO5	hsa-mir-4636	0.147608
CLIC5	hsa-mir-125b-2	0.147604
ACOX2	hsa-mir-4699	0.147601
SFSWAP	hsa-mir-760	0.147598
CCDC9	hsa-mir-891a	0.147594
IL22	hsa-mir-4442	0.147593
GOLIM4	hsa-mir-5581	0.147588
A2ML1	hsa-mir-6511b-1	0.147584
RASGEF1C	hsa-mir-6824	0.147584
RGS17	hsa-mir-21	0.147582
XPR1	hsa-mir-125b-1	0.147581
GNA13	hsa-mir-186	0.147581
TBRG1	hsa-mir-3651	0.14758
CSRP1	hsa-mir-4785	0.147576
TMEM268	hsa-mir-4742	0.147576
CDKAL1	hsa-mir-4677	0.147576
ALG12	hsa-mir-6508	0.147575
VIP	hsa-mir-675	0.147572
TARS1	hsa-mir-939	0.147571
C12orf29	hsa-mir-659	0.147567
ARR3	hsa-mir-22	0.147565
ANXA3	hsa-mir-4782	0.147563
DYNC2H1	hsa-mir-939	0.147562
MYBPC3	hsa-mir-487a	0.147558
TMEM182	hsa-mir-500a	0.147557
SBSPON	hsa-mir-501	0.147555
POLG	hsa-mir-5683	0.147554
UBE2F	hsa-mir-6516	0.147551
NSF	hsa-mir-942	0.14755
TRAP1	hsa-mir-23c	0.147548
ZNF730	hsa-let-7c	0.147547
EXOC3L4	hsa-mir-3682	0.147546
SYNJ2	hsa-mir-101-1	0.147543
XXYLT1	hsa-mir-598	0.14754
ANKS1A	hsa-mir-34a	0.147535
RSPO3	hsa-mir-337	0.147532
RNH1	hsa-mir-134	0.147531
PIGN	hsa-mir-1291	0.147529
KCNA3	hsa-mir-1296	0.147526
ADPRS	hsa-mir-103a-1	0.147525
ZNF484	hsa-mir-10a	0.147524
GPR31	hsa-mir-4699	0.147522
FAM83G	hsa-mir-320d-1	0.147521
SLC2A1	hsa-mir-107	0.147521
PFDN5	hsa-mir-2277	0.147518
ATF6	hsa-mir-375	0.147515
DCLK1	hsa-mir-6087	0.147513
FBXO17	hsa-mir-6511b-1	0.147512
ANO5	hsa-mir-4640	0.147505
SLC25A42	hsa-mir-139	0.147504
BHMT	hsa-mir-1226	0.147502
CPA4	hsa-mir-4756	0.147501
TCEA1	hsa-mir-581	0.1475
DGKQ	hsa-mir-30c-1	0.147499
STAG3	hsa-mir-641	0.147499
TEX22	hsa-mir-616	0.147498
AQP7	hsa-mir-101-1	0.147495
SH3BP4	hsa-mir-192	0.147495
TEAD1	hsa-mir-3913-2	0.147494
CTAGE9	hsa-mir-643	0.147492
RAB11B	hsa-mir-15b	0.147491
RPL18A	hsa-mir-548k	0.147488
UBALD1	hsa-mir-4482	0.147478
DCAF13	hsa-mir-4525	0.147474
WDR3	hsa-mir-197	0.14747
MPI	hsa-mir-3620	0.147468
TDRD12	hsa-mir-29b-1	0.147464
SLC25A31	hsa-mir-642a	0.147461
PALM3	hsa-mir-3115	0.147456
SYPL1	hsa-mir-5004	0.147454
ZNF674	hsa-mir-887	0.147453
OPCML	hsa-mir-4666a	0.147451
HOXC6	hsa-mir-4482	0.14745
GNL2	hsa-mir-1307	0.147449
SRSF9	hsa-mir-301b	0.147448
DOK4	hsa-mir-548d-2	0.147447
SRPRB	hsa-mir-30a	0.147446
GABRE	hsa-mir-452	0.147446
ZNF74	hsa-mir-5691	0.147444
ASXL3	hsa-mir-421	0.14744
RBKS	hsa-mir-592	0.147435
RAPSN	hsa-mir-320c-2	0.147432
DTX1	hsa-mir-4444-1	0.147431
PTMS	hsa-mir-28	0.147426
SPHK2	hsa-mir-10a	0.147425
CHRNA5	hsa-mir-221	0.147424
RPL27	hsa-mir-598	0.147423
MBP	hsa-let-7g	0.147421
SMAD3	hsa-mir-509-3	0.147417
UTP14C	hsa-mir-30b	0.147416
MPZ	hsa-mir-337	0.147413
PIK3CA	hsa-mir-4442	0.147411
MRPS10	hsa-mir-194-1	0.147408
MRM3	hsa-mir-765	0.147407
LPCAT1	hsa-mir-320d-1	0.147406
LHFPL6	hsa-mir-3115	0.147403
RASSF4	hsa-mir-3619	0.147402
PWP2	hsa-mir-433	0.147397
IRAG2	hsa-mir-1537	0.147395
CLASP2	hsa-mir-548au	0.147393
KIF5A	hsa-mir-3617	0.147393
CGB7	hsa-mir-16-1	0.147389
TNFRSF1B	hsa-mir-103a-2	0.147388
UQCRC2	hsa-mir-20a	0.147382
SHISA4	hsa-mir-500a	0.147381
H1-6	hsa-mir-3939	0.147381
TRAPPC12	hsa-mir-219a-1	0.147378
DNAJC2	hsa-mir-4638	0.147378
ZIK1	hsa-mir-5000	0.147377
PNOC	hsa-mir-486-2	0.147371
NSUN2	hsa-mir-5008	0.147369
WDR11	hsa-mir-96	0.147368
CPN2	hsa-mir-103a-1	0.147356
KERA	hsa-mir-30b	0.147356
RRAS	hsa-mir-548o	0.147354
PBX4	hsa-mir-5691	0.147353
OGFOD2	hsa-mir-2115	0.147352
CEPT1	hsa-mir-3605	0.147349
SLC5A9	hsa-mir-186	0.147349
TMEM30A	hsa-mir-24-1	0.147345
WDR92	hsa-mir-3920	0.147344
CCR5	hsa-mir-509-1	0.147342
LINGO3	hsa-mir-3198-2	0.14734
APLN	hsa-mir-4638	0.14734
PIK3C2G	hsa-mir-4666a	0.14734
CMTM1	hsa-mir-7854	0.147339
LMAN1	hsa-mir-3074	0.147337
ERVW-1	hsa-mir-3607	0.147334
NCSTN	hsa-mir-29c	0.147334
CHCHD10	hsa-mir-4482	0.147331
CFL1	hsa-mir-433	0.147331
SLX4IP	hsa-mir-512-1	0.147331
PSMB6	hsa-mir-6734	0.147331
RNF167	hsa-mir-1277	0.14733
SLC1A6	hsa-mir-6739	0.147328
HBA2	hsa-mir-374a	0.147327
FBXO39	hsa-mir-6877	0.147326
ZC3H12A	hsa-mir-193b	0.147325
DCD	hsa-let-7a-2	0.147325
RPS6KB1	hsa-mir-4326	0.147325
DCAF11	hsa-mir-106b	0.147324
PARD6B	hsa-mir-1180	0.147323
RNF19A	hsa-mir-3617	0.147319
YBEY	hsa-mir-186	0.147317
SLC25A25	hsa-mir-874	0.147317
NPDC1	hsa-mir-3934	0.147315
KCNF1	hsa-mir-1306	0.147314
GNG11	hsa-mir-1254-2	0.147312
MAPK13	hsa-mir-133a-2	0.147308
NLRP2	hsa-mir-4326	0.147308
DTNBP1	hsa-mir-574	0.147306
PANK4	hsa-mir-4482	0.147304
SKIDA1	hsa-mir-342	0.147301
LUC7L	hsa-mir-218-1	0.147301
PDE4DIP	hsa-mir-548o	0.1473
AP1S1	hsa-mir-1976	0.1473
LAGE3	hsa-mir-376c	0.147299
KDM2B	hsa-mir-30a	0.147299
WNT4	hsa-mir-27b	0.147287
H3-2	hsa-mir-15b	0.147286
COPS6	hsa-mir-106b	0.147276
OTOA	hsa-mir-6739	0.147274
AKR1C1	hsa-mir-518b	0.147264
ZNF233	hsa-mir-4662a	0.147262
GUCY1A2	hsa-mir-518b	0.147261
OSBPL7	hsa-mir-92a-1	0.14726
CDKAL1	hsa-mir-4802	0.147259
HRNR	hsa-mir-372	0.147258
IL10RB	hsa-mir-4640	0.147257
SIGLEC9	hsa-mir-4326	0.147254
C1orf174	hsa-mir-301b	0.147252
RAB26	hsa-mir-33b	0.147252
RNF165	hsa-mir-3928	0.147252
SRXN1	hsa-mir-4802	0.147248
PCDHA13	hsa-mir-556	0.147248
C6orf132	hsa-mir-3613	0.147248
ANO4	hsa-mir-574	0.147245
DCAF5	hsa-mir-6508	0.147243
ACKR1	hsa-mir-6798	0.147241
LRRC74B	hsa-mir-191	0.147239
EIF2B5	hsa-mir-3926-2	0.147238
TENM3	hsa-mir-580	0.147234
PRLR	hsa-mir-34c	0.14723
SLC12A9	hsa-mir-550a-2	0.147226
ATG13	hsa-mir-3136	0.147225
NR0B2	hsa-mir-570	0.147218
C6orf132	hsa-mir-1226	0.147215
BTBD6	hsa-mir-1291	0.147215
RNF170	hsa-mir-539	0.14721
EEF1A2	hsa-mir-600	0.147207
EMP2	hsa-mir-4420	0.147205
KTN1	hsa-mir-6506	0.147205
DCST1	hsa-mir-7110	0.147203
NINL	hsa-mir-455	0.147202
ELF2	hsa-mir-1270	0.1472
C1orf158	hsa-mir-106b	0.147199
CYSLTR1	hsa-mir-877	0.147195
TUBA4B	hsa-mir-106b	0.147194
FBXL18	hsa-let-7g	0.147194
SLCO2B1	hsa-mir-221	0.147194
DHX40	hsa-mir-508	0.147189
CCDC168	hsa-mir-3157	0.147184
RPS5	hsa-mir-382	0.147183
PHF13	hsa-mir-1226	0.147182
GRIA3	hsa-mir-942	0.147179
UBA2	hsa-mir-377	0.147176
PSMD7	hsa-mir-329-2	0.147172
MARCO	hsa-mir-130b	0.147172
EFNA3	hsa-mir-3619	0.147171
ACAP3	hsa-mir-99b	0.147171
SPINDOC	hsa-mir-450a-2	0.147169
SYN1	hsa-mir-5092	0.147166
SAMD10	hsa-mir-548q	0.147165
CXCL10	hsa-mir-190b	0.14716
MYH10	hsa-mir-10a	0.14716
SLC17A3	hsa-mir-200c	0.147149
METTL18	hsa-mir-5091	0.147148
RETREG2	hsa-mir-93	0.147143
KRBOX1	hsa-mir-4755	0.14714
CLECL1	hsa-mir-5703	0.147138
CKMT1A	hsa-mir-492	0.147137
ULK3	hsa-mir-6834	0.147136
DCP1B	hsa-mir-496	0.147135
AK6	hsa-mir-7-3	0.147135
UNC5B	hsa-mir-3150a	0.147132
MYO15B	hsa-mir-3913-2	0.14713
LGMN	hsa-mir-454	0.14713
USB1	hsa-mir-181c	0.147129
NXF3	hsa-mir-3942	0.147126
METTL23	hsa-mir-940	0.147121
TPM2	hsa-mir-4802	0.147119
NTN3	hsa-mir-3064	0.147119
CD180	hsa-mir-6821	0.147115
L3MBTL3	hsa-mir-501	0.147113
TTC3	hsa-mir-935	0.147106
PPIA	hsa-mir-4326	0.147105
GALNT15	hsa-mir-330	0.147104
SPX	hsa-mir-29b-2	0.147102
CDC6	hsa-mir-3913-2	0.147101
CLDN20	hsa-mir-219b	0.1471
KCNK6	hsa-mir-501	0.147099
TNIP3	hsa-mir-3190	0.147099
RBPJL	hsa-mir-6716	0.147097
CEP131	hsa-mir-3913-1	0.147094
CYP4A11	hsa-mir-329-2	0.147091
C8orf37	hsa-mir-6501	0.147085
C4A	hsa-mir-134	0.147082
FBXO48	hsa-mir-548o-2	0.147081
PITX2	hsa-mir-140	0.14708
CXCL17	hsa-mir-6511b-1	0.147078
DEUP1	hsa-mir-4741	0.147078
SHISA7	hsa-mir-501	0.147075
DNA2	hsa-mir-429	0.147074
PACRGL	hsa-mir-2355	0.147073
RTN4RL1	hsa-mir-642a	0.147072
KMT5A	hsa-mir-551b	0.147072
FANCB	hsa-mir-1227	0.14707
GP5	hsa-mir-3653	0.14707
POR	hsa-mir-21	0.14707
IFITM2	hsa-mir-30d	0.147068
TRIM37	hsa-mir-18a	0.147065
ZSCAN23	hsa-mir-4793	0.147055
WAC	hsa-mir-9-1	0.147054
TDRD9	hsa-mir-1538	0.147053
TMEM87A	hsa-mir-92a-1	0.147051
ALKBH6	hsa-mir-6737	0.14705
PAXBP1	hsa-mir-3173	0.147043
GLMP	hsa-mir-34c	0.147042
SYT10	hsa-mir-451a	0.14704
GNRHR	hsa-mir-219b	0.14704
CEP85	hsa-mir-1269a	0.147039
TMEM175	hsa-mir-5091	0.147038
ACKR3	hsa-mir-6506	0.14703
NDUFA12	hsa-mir-600	0.147029
GATA5	hsa-mir-6734	0.147028
HOGA1	hsa-mir-3200	0.147027
ZNF81	hsa-mir-1227	0.147027
HS3ST2	hsa-mir-181d	0.147025
CAT	hsa-mir-4680	0.147022
MMD2	hsa-mir-6516	0.147021
C12orf65	hsa-mir-301b	0.147019
UROS	hsa-mir-320b-1	0.147017
PSMD12	hsa-mir-381	0.147015
ZDHHC4	hsa-mir-301b	0.147014
LEMD3	hsa-mir-3605	0.147013
WFDC10B	hsa-mir-3178	0.147011
RRH	hsa-mir-3191	0.147011
RUBCNL	hsa-mir-624	0.14701
TM4SF19-DYNLT2B	hsa-mir-3152	0.147009
TMPRSS13	hsa-mir-6510	0.147009
MIDN	hsa-mir-31	0.147008
HEXIM2	hsa-mir-125a	0.147007
ATP13A4	hsa-mir-203a	0.147004
NAGS	hsa-mir-4699	0.147
NAMPT	hsa-mir-6762	0.146997
SNAPC2	hsa-mir-320b-2	0.146997
GMEB1	hsa-mir-5092	0.146996
ACP7	hsa-mir-4435-1	0.146995
EEA1	hsa-mir-3064	0.146995
LRRK2	hsa-mir-217	0.146994
CCDC40	hsa-mir-320b-1	0.146994
CARD6	hsa-mir-484	0.146994
LIME1	hsa-mir-374b	0.146992
KCTD8	hsa-mir-2110	0.146991
SDS	hsa-mir-6509	0.146989
PCDHB10	hsa-mir-96	0.146989
TMEM272	hsa-mir-125b-2	0.146987
AGR2	hsa-mir-1537	0.146984
BOLA2B	hsa-mir-370	0.146982
SSRP1	hsa-mir-767	0.146982
TFIP11	hsa-mir-27a	0.146981
MSC	hsa-mir-665	0.146976
WNT5B	hsa-mir-3622b	0.146974
OR2AK2	hsa-mir-342	0.146968
TMEM14B	hsa-mir-551b	0.146968
TCAIM	hsa-mir-518e	0.146966
NUTM2B	hsa-mir-1-1	0.146964
TEX14	hsa-mir-7706	0.146964
RPS8	hsa-mir-1-2	0.146963
SP5	hsa-mir-3170	0.146962
AKR1C8P	hsa-mir-140	0.146959
PLAAT3	hsa-mir-664b	0.146957
ROCK2	hsa-mir-548o	0.146951
C9orf50	hsa-mir-655	0.146949
DHX37	hsa-mir-25	0.146946
C8orf58	hsa-mir-33a	0.146942
SHC3	hsa-mir-340	0.146942
TXNDC5	hsa-mir-1181	0.146933
CBWD6	hsa-mir-197	0.146928
SPATA12	hsa-mir-6508	0.146928
FAH	hsa-mir-148a	0.146927
BCL7A	hsa-mir-30a	0.146924
ATP6V1D	hsa-mir-1307	0.146923
SCN3B	hsa-mir-675	0.146922
SLC4A3	hsa-mir-1270	0.146915
TAFA3	hsa-mir-543	0.146914
HCN4	hsa-mir-26b	0.146914
PTGDR	hsa-mir-136	0.146912
SIDT1	hsa-mir-3150b	0.146904
GPSM3	hsa-mir-624	0.146901
FAM83A	hsa-mir-4638	0.146901
CAND2	hsa-mir-4651	0.146901
UGDH	hsa-mir-328	0.146901
ENOX1	hsa-mir-939	0.146899
EPS8	hsa-mir-889	0.146891
KCNC4	hsa-mir-195	0.14689
SCN7A	hsa-mir-636	0.146883
SMIM8	hsa-mir-664a	0.146881
ATF4	hsa-mir-6892	0.14688
LIF	hsa-mir-577	0.146875
GRM4	hsa-mir-548aw	0.146873
GNAS	hsa-mir-6818	0.146873
SDCBP	hsa-mir-424	0.14687
TPCN2	hsa-mir-1256	0.146867
SPOP	hsa-mir-1976	0.146863
GNPDA2	hsa-let-7a-2	0.14686
ITPRID1	hsa-mir-6758	0.146859
CLIC2	hsa-mir-34a	0.146859
NUTM2A	hsa-mir-3174	0.146857
TMEM131	hsa-mir-454	0.146857
HOOK3	hsa-mir-4449	0.146856
FBXO4	hsa-mir-6762	0.146855
SPAG7	hsa-mir-1287	0.146853
SLC28A1	hsa-mir-6833	0.14685
ATG5	hsa-let-7a-1	0.146845
CDH3	hsa-mir-15b	0.146841
NPTN	hsa-mir-5703	0.146838
SEMA4B	hsa-mir-3174	0.146837
ZBTB39	hsa-mir-656	0.146831
